"","age","education","sexe","annee_qc","origine","revenu","langue_mat","religion","statut_mat","Q11","sentimapp_QC","sentimapp_can_dico","sentimapp_can_long","sentimapp_origine_dico","sentimapp_can_origine","discrim_score","vae_origin_arrival","vae_origin_2021","vae_can_2021","vae_can_arrival","pve_origin_arrival","pve_origin_2021","pve_can_2021","pve_can_arrival","gee_origin_arrival","gee_origin_2021","gee_can_2021","gee_can_arrival","rqe_origin_arrival","rqe_origin_2021","rqe_can_2021","rqe_can_arrival","rle_origin_arrival","rle_origin_2021","rle_can_2021","rle_can_arrival","cce_origin_arrival","cce_origin_2021","cce_can_2021","cce_can_arrival","wgi_origin_arrival_score","wgi_origin_2021_score","wgi_can_arrival_score","wgi_can_2021_score"
"1","[50;99]","Universitaire 1er cycle","Homme",1965,"Afrique subsaharienne","[80 000 ; 99 999]","Francais","Catholique","Conjoint(e) de fait","Guinée",0,1,1,0,"Assimile",0,NA,NA,1.45788443088531,NA,NA,NA,0.936902642250061,NA,NA,NA,1.6038920879364,NA,NA,NA,1.61724555492401,NA,NA,NA,1.62713325023651,NA,NA,NA,1.64609467983246,NA,0,0,0,1.48152544101079
"2","[50;99]","Collegial","Homme",1968,"Europe","[40 000 ; 49 999]","Autre","Catholique","Marie(e)","Italie",0.555555555555556,1,1,1,"Integre",0.25,1.09520351886749,NA,1.45788443088531,NA,0.578433513641357,NA,0.936902642250061,NA,0.361195981502533,NA,1.6038920879364,NA,0.545158207416534,NA,1.61724555492401,NA,0.269486397504807,NA,1.62713325023651,NA,0.542555928230286,NA,1.64609467983246,NA,0.565338924527168,0,0,1.48152544101079
"3","[50;99]","Universitaire 1er cycle","Homme",1969,"Afrique du Nord","[100 000 et plus]","Anglais","Catholique","Marie(e)","Égypte",0.333333333333333,1,1,0,"Assimile",0,-1.50977849960327,NA,1.45788443088531,NA,-1.02420508861542,NA,0.936902642250061,NA,-0.432110905647278,NA,1.6038920879364,NA,-0.5065838098526,NA,1.61724555492401,NA,-0.244830429553986,NA,1.62713325023651,NA,-0.684838116168976,NA,1.64609467983246,NA,-0.733724474906921,0,0,1.48152544101079
"4","[50;99]","Secondaire et moins","Femme",1974,"Amérique du Nord","[60 000 ; 79 999]","Francais","Catholique","Conjoint(e) de fait","États-Unis",1,1,1,0,"Assimile",0,0.903906583786011,NA,1.45788443088531,NA,0.00495432410389185,NA,0.936902642250061,NA,1.33641147613525,NA,1.6038920879364,NA,1.45174086093903,NA,1.61724555492401,NA,1.41665649414062,NA,1.62713325023651,NA,1.04686200618744,NA,1.64609467983246,NA,1.02675529088204,0,0,1.48152544101079
"5","[50;99]","Formation professionnelle ou postsecondaire","Homme",1983,"Amérique latine et Caraïbes","[20 000 ; 39 999]","Francais","Catholique","Marie(e)","Pérou",0.666666666666667,1,2,1,"Integre",0.5,0.181608662009239,NA,1.45788443088531,NA,-0.405972540378571,NA,0.936902642250061,NA,-0.260793089866638,NA,1.6038920879364,NA,0.0826260447502136,NA,1.61724555492401,NA,-0.515617430210114,NA,1.62713325023651,NA,-0.633225560188293,NA,1.64609467983246,NA,-0.258562318980694,0,0,1.48152544101079
"6","[45;49]",NA,"Femme",1984,"Amérique latine et Caraïbes",NA,"Autre","Autres","Marie(e)","Haïti",0.555555555555556,1,2,1,"Integre",0.5,-0.9521484375,NA,1.45788443088531,NA,-1.09535050392151,NA,0.936902642250061,NA,-2.18748784065247,NA,1.6038920879364,NA,-1.31874048709869,NA,1.61724555492401,NA,-1.25073385238647,NA,1.62713325023651,NA,-1.42337703704834,NA,1.64609467983246,NA,-1.37130635976791,0,0,1.48152544101079
"7","[50;99]","Collegial","Femme",1985,NA,"[40 000 ; 49 999]","Francais","Sans religion","Celibataire","Je préfère ne pas répondre",0.888888888888889,1,2,0,"Assimile",0.125,NA,NA,1.45788443088531,NA,NA,NA,0.936902642250061,NA,NA,NA,1.6038920879364,NA,NA,NA,1.61724555492401,NA,NA,NA,1.62713325023651,NA,NA,NA,1.64609467983246,NA,0,0,0,1.48152544101079
"8","[35;39]","Universitaire 2e cycle et plus","Homme",1989,"Asie","[100 000 et plus]","Anglais","Catholique","Celibataire","Chine",0.111111111111111,1,1,1,"Integre",0.125,-1.63657629489899,NA,1.45788443088531,NA,-0.481860131025314,NA,0.936902642250061,NA,0.840674877166748,NA,1.6038920879364,NA,-0.313303291797638,NA,1.61724555492401,NA,0.0351645424962044,NA,1.62713325023651,NA,0.0536937415599823,NA,1.64609467983246,NA,-0.250367759416501,0,0,1.48152544101079
"9","[50;99]","Collegial","Femme",1990,"Asie",NA,"Anglais","Catholique","Separe(e)/divorce(e)/veuf(ve)","Philippines",0.444444444444444,1,2,1,"Integre",0,-0.150498300790787,NA,1.45788443088531,NA,-0.928916990756989,NA,0.936902642250061,NA,0.0703260451555252,NA,1.6038920879364,NA,0.0764628872275352,NA,1.61724555492401,NA,-0.641974866390228,NA,1.62713325023651,NA,-0.508519768714905,NA,1.64609467983246,NA,-0.347186832378308,0,0,1.48152544101079
"10","[40;44]","Universitaire 2e cycle et plus","Homme",1992,"Asie","[80 000 ; 99 999]","Anglais","Sans religion","Marie(e)","Hong Kong",0.555555555555556,0,3,0,"Marginalise",0.75,-0.211013957858086,NA,1.45788443088531,NA,0.261168509721756,NA,0.936902642250061,NA,1.52611684799194,NA,1.6038920879364,NA,1.58375406265259,NA,1.61724555492401,NA,1.44665193557739,NA,1.62713325023651,NA,1.70956075191498,NA,1.64609467983246,NA,1.05270635833343,0,0,1.48152544101079
